DENOMINAÇÃO,MORADA,CONCELHO,DISTRITO,FORMA JURÍDICA,ANO REGISTO,NIPC
Centro Paroquial e Social de Santa Maria Beiral do Lima,Santa Maria de Beiral do Lima,Ponte de Lima,"Viana do
Castelo","Centro Social
Paroquial",1993,502864885
Centro Paroquial e Social de Santa Maria dos Anjos,"Edifício Lar Dona Maria Pia,ala
voltada à",Ponte de Lima,"Viana do
Castelo","Centro Social
Paroquial",1995,503767573
Centro Social e Paroquial de Arcozelo,Arcozelo,Ponte de Lima,"Viana do
Castelo","Centro Social
Paroquial",1987,501866914
Centro Social Paroquial da Correlhã,Correlha,Ponte de Lima,"Viana do
Castelo","Centro Social
Paroquial",1988,501859144
Centro Social Paroquial de São Martinho da Gandra,Gandra,Ponte de Lima,"Viana do
Castelo","Centro Social
Paroquial",1988,502032529
Santa Casa da Misericórdia de Ponte de Lima,Ponte de Lima,Ponte de Lima,"Viana do
Castelo",Misericórdia,1983,500851166
Centro Paroquial e Social de Fornelos,Freg. e Paróq. de Fornelos,Ponte de Lima,"Viana do
Castelo","Centro Social
Paroquial",1996,503834157
Liga dos Amigos do Hospital de Ponte de Lima,"Hospital - Na Rua Conde de
Bertiandes",Ponte de Lima,"Viana do
Castelo",Associação,1992,502506245
Centro Paroquial e Social da Facha,"Freguesia e Paróquia da Facha,
Ponte de Lima",Ponte de Lima,"Viana do
Castelo","Centro Social
Paroquial",2001,505043700
Centro Paroquial e Social de Calvelo,Freguesia e Paróquia de Calvelo,Ponte de Lima,"Viana do
Castelo","Centro Social
Paroquial",2001,504611836
Centro Paroquial e Social de Vilar das Almas,"Freg. e Paróquia de Stº.Estevão de
Vilar das Almas",Ponte de Lima,"Viana do
Castelo","Centro Social
Paroquial",2002,505982102
Centro Paroquial e Social de Arcos (CPSA),"freguesia e Paróquia de Arcos, S.
Pedro",Ponte de Lima,"Viana do
Castelo","Centro Social
Paroquial",2008,508111099
ALTI CEPÕES - ASSOCIAÇÃO LAZER E TERCEIRA IDADE,"Rua do Noval, n.º 70",Ponte de Lima,"Viana do
Castelo",Associação,2008,507332385
Associação dos Amigos da Pessoa Especial Limiana - AAPEL,Rua Conde da Barca s/n - Arcozelo,Ponte de Lima,"Viana do
Castelo",Associação,2009,509225780
Associação Cais do Lethes,Lugar de Canos - Arcozelo,Ponte de Lima,"Viana do
Castelo",Associação,2017,513202595
Centro Social e Cultural de São Pedro da Torre,S.Pedro da Torre,Valença,"Viana do
Castelo",Associação,1989,502063084
"Associação Social e Recreativa dos Aposentados e Reformados do
Concelho de Valença","Trav. de Favais nº.13 - Vilar de
Lamas - Arão",Valença,"Viana do
Castelo",Associação,1999,504123815
Centro Social da Paróquia do Cerdal,Freg. do Cerdal - Valença,Valença,"Viana do
Castelo","Centro Social
Paroquial",1991,501180800
Santa Casa da Misericórdia de Valença,Valença,Valença,"Viana do
Castelo",Misericórdia,2000,501287850
"""Associação Recreativa Cultural e Desportiva S. Salvador de Gandra""","Lugar de Real, freguesia de Gandra,
Valença",Valença,"Viana do
Castelo",Associação,2009,503185973
Sociedade Social e Recreativa Segadanense,"Largo da Sociedade Recreativa
Segadanense",Valença,"Viana do
Castelo",Associação,2010,501222308
Raia do Minho - Instituição Particular de Solidariedade Social,Edifício da Ex-Alfândega,Valença,"Viana do
Castelo",Associação,2012,509712436
"Comunidade Associativa Arcanjos São Miguel e S Gabriel - Instituição
Particular Solidariedade Social",Lugar de Bárrio,Valença,"Viana do
Castelo",Associação,2016,513718214
Associação Cultural e de Educação Popular - ACEP,Meadela,"Viana do
Castelo","Viana do
Castelo",Associação,1988,500794979
Associação de Apoio à Infância de Monserrate,Viana do Castelo,"Viana do
Castelo","Viana do
Castelo",Associação,1990,502194847
Associação de Reformados e Pensionistas do Distrito de Viana do Castelo,Rua do Poço nº.8.,"Viana do
Castelo","Viana do
Castelo",Associação,1991,500819106
Casa dos Rapazes e Oficinas de S. José de Viana do Castelo,Viana do Castelo,"Viana do
Castelo","Viana do
Castelo",Associação,1990,500877262
Centro Paroquial e Social de Barroselas,Barroselas,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1995,503910856
Centro de Bem - Estar Infantil de Alvarães,R: Irmãs Missionárias Espirito Santo,"Viana do
Castelo","Viana do
Castelo","Instituto de
Organização
Religiosa",1981,500849366
Centro Paroquial e Social de Santa Leocádia de Geraz do Lima,Geraz Lima - Santa Leocádia,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1991,503753076
Centro Social e Cultural da Meadela,Lugar da Igreja,"Viana do
Castelo","Viana do
Castelo",Associação,1981,501187600
Centro Social e Cultural da Paróquia de Cardielos,"Avenida da Igreja, n.º 4","Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1990,501455965
Centro Social Cultural de Barroselas,"Rua do Alambique, n.º 191","Viana do
Castelo","Viana do
Castelo",Associação,1981,501383875
Centro Social da Paróquia de Santa Marta de Portuzelo,Santa Martinha - Portuzelo,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1981,501197559
Centro Social e Cultural de Carreço,Carreço,"Viana do
Castelo","Viana do
Castelo",Associação,1995,503204064
Centro Social Paroquial da Meadela,Rua Padre Alfredo Guerreiro,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1989,501797700
Centro Social Paroquial de Afife,Afife,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1990,502579790
Centro Social Paroquial de Alvarães,Alvarães,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1986,501762272
Centro Social Paroquial de Areosa,Areosa,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1990,504630490
Centro Social Paroquial de Castelo de Neiva,Lugar de Santiago,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1986,501898000
Centro Social Paroquial de Deão,Freguesia de Deão,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1994,501859292
Centro Social Paroquial de Mazarefes,Mazarefes,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1988,502025611
Centro Social Paroquial de Nossa Senhora de Fátima,"Rua da Bandeira, 639","Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1982,501534822
Centro Social Paroquial de Perre,Lugar de Portelas,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1981,501161058
Centro Social Paroquial Santa Maria de Geraz do Lima,Santa Maria Geraz do Lima,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1989,502510480
Centro Social e Paroquial de Santa Maria Maior,"Avenida 25 de Abril - Largo de Santo
António","Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1982,502143800
Centro Social Paroquial de São Romão de Neiva,Lugar da Pedreira,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1981,501536124
Centro Social Paroquial de São Sebastião de Chafé,Lugar de São Sebastião - Chafé,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1983,501436260
Centro Social Paroquial de Vila Franca,Lugar da Igreja,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1988,501908102
Centro Social Paroquial de Vila Fria,Vila Fria,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1989,502063637
Centro Social Paroquial de Vila Nova de Anha,Vila Nova Anha,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1987,502263431
Centro Social Paroquial de Vila Punhe,Largo das Neves - Vila de Punhe,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1981,501342664
Centro Social Paroquial Senhor do Socorro - Areosa,Lugar de Povoença - Areosa,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1981,501179712
Congregação Nossa Senhora da Caridade,Rua Emídio Navarro,"Viana do
Castelo","Viana do
Castelo",Associação,1982,500848513
Gabinete Social de Atendimento à Família,Convento do Carmo,"Viana do
Castelo","Viana do
Castelo","Instituto de
Organização
Religiosa",1996,503748935
"Junta Diocesana Viana do Castelo Associação Católica Internacional ao
Serviço da Juventude Feminina","Santuário da Nossa Senhora da
Agonia","Viana do
Castelo","Viana do
Castelo",Associação,1985,501621601
Lar de Santa Teresa,Largo das Carmelitas,"Viana do
Castelo","Viana do
Castelo",Associação,1983,500843902
OZANAN - Centro da Juventude,"Largo das Carmelitas, Nº. 19","Viana do
Castelo","Viana do
Castelo","Instituto de
Organização
Religiosa",1988,501901930
Posto de Assistência Social de Alvarães,"Avenda da Igreja, n.º 131","Viana do
Castelo","Viana do
Castelo",Associação,1982,501337903
Santa Casa da Misericórdia de Viana do Castelo,Viana do Castelo,"Viana do
Castelo","Viana do
Castelo",Misericórdia,1982,500841489
Centro Paroquial Promoção Social Cultural Darque,Lugar Igreja Darque,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1990,502549343
Liga dos Amigos do Hospital de Viana do Castelo,"Largo 9 de Abril, Nº. 159","Viana do
Castelo","Viana do
Castelo",Associação,1989,501489665
Centro Paroquial e Social de Lanheses,Freguesia de Lanheses,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",1999,503997757
Casa Sacerdotal da Diocese de Viana do Castelo,"Quinta de São Lourenço - Freg. de
Darque","Viana do
Castelo","Viana do
Castelo","Instituto de
Organização
Religiosa",2000,504764144
Centro Paroquial e Social de Mujães,"Freguesia e Paróquia de Mujães -
Viana do Castelo","Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",2001,503984205
Centro Paroquial e Social de Subportela,Rua da Igreja,"Viana do
Castelo","Viana do
Castelo","Centro Social
Paroquial",2002,505383004
"APPACDM de Viana do Castelo - Associação Portuguesa de Pais e Amigos
do Cidadão Deficiente Mental","Rua Gago Coutinho, nº. 43","Viana do
Castelo","Viana do
Castelo",Associação,2005,504646885
APCVC - Associação de Paralisia Cerebral de Viana do Castelo,"Rua 25 de Abril, n.º 9","Viana do
Castelo","Viana do
Castelo",Associação,2006,506641090
"AFS - Associação Social, Desportiva, Recreativa e Cultural de Freixieiro de
Soutelo","Lugar do Cruzeiro, nº 90","Viana do
Castelo","Viana do
Castelo",Associação,2007,513010262
Associação dos Dadores de Sangue do Distrito de Viana do Castelo,"Provisória - Avª. Capitão Gaspar de
Castro nº. 108","Viana do
Castelo","Viana do
Castelo",Associação,2008,505092719
Íris Inclusiva - Associação de Cegos e Amblíopes,"Rua Maestro Sá Noronha, n.º 199
R/C","Viana do
Castelo","Viana do
Castelo",Associação,2009,509048820
Associação para a Partilha Alimentar de Viana do Castelo,"Rua da Veiga, nº. 81, Meadela -
Viana do Castelo","Viana do
Castelo","Viana do
Castelo",Associação,2010,509136915
Mão Amiga- Associação de Solidariedade Social de Viana do Castelo,Avª Padre Flávio - Lugar de Tourim,"Viana do
Castelo","Viana do
Castelo",Associação,2010,507828240
Fundação Caixa Agrícola do Noroeste,"Rua de Aveiro, nº 119","Viana do
Castelo","Viana do
Castelo",Fundação,2011,510150365
"Associação Comissão Social Inter-Freguesias da Serra D'Arga - Montaria,
Vilar Murteda e Meixedo","Largo do Souto, freguesia Montaria,
V. do Castelo","Viana do
Castelo","Viana do
Castelo",Associação,2012,509907113
Methamorphys - Associação Portuguesa para o Desenvolvimento Humano,"Rua das TÍlias, n.º 12 - Areosa","Viana do
Castelo","Viana do
Castelo",Associação,2012,508539374
Fundação AMA Autismo,"Rua de Caminha, 124","Viana do
Castelo","Viana do
Castelo",Fundação,2014,510907415
Associação das Montanhas,Lugar de Tourim,"Viana do
Castelo","Viana do
Castelo",Associação,2015,509357490
Centro Paroquial de Promoção Social e Cultural de Reboreda,Freguesia de Reboreda,"Vila Nova
Cerveira","Viana do
Castelo","Centro Social
Paroquial",1991,503117684
Centro Paroquial e Social de Covas,"Freguesia de Covas, Vila Nova de
Cerveira","Vila Nova
Cerveira","Viana do
Castelo","Centro Social
Paroquial",1998,504033085
Centro Social Paroquial de Campos,"Rua da Igreja, n.º 5 - U.F.Campos e
Vila Meã","Vila Nova
Cerveira","Viana do
Castelo","Centro Social
Paroquial",1989,502339527
Centro Social Paroquial de Gondarém,Lugar da Igreja - Gondarém,"Vila Nova
Cerveira","Viana do
Castelo","Centro Social
Paroquial",1981,500877548
Santa Casa da Misericórdia de Vila Nova de Cerveira,Av. Manuel José Lebrão,"Vila Nova
Cerveira","Viana do
Castelo",Misericórdia,1983,500878862
Centro Paroquial de Acção Social e Cultural de Lovelhe,Freguesia e Paróquia de Lovelhe,"Vila Nova
Cerveira","Viana do
Castelo","Centro Social
Paroquial",2000,504003585
Associação de Desenvolvimento Social e Local de Vila Nova de Cerveira,"Centro Apoio às Empresas,Zona
Industrial Pólo II","Vila Nova
Cerveira","Viana do
Castelo",Associação,2008,506702979
Associação Cultural e Social do Amieiro,Amieiro,Alijó,Vila Real,Associação,1996,503069469
Associação Cultural e Social de Santa Eugénia,Rua da Veiga nº 12 - Santa Eugénia,Alijó,Vila Real,Associação,1993,502675411
Associação de São Tiago de Vila Chã,"Bairro Cimo da Fonte, nº 5 - Vila Chã",Alijó,Vila Real,Associação,1993,502741937
Associação Santo Mamede,Largo da Igreja,Alijó,Vila Real,Associação,1995,503123668
Centro Social Recreativo e Cultural de Carlão,Carlão,Alijó,Vila Real,Associação,1990,501412140
"Centro Social, Recreativo e Cultural de Vilar de Maçada","Largo do Adro, N.º 20",Alijó,Vila Real,Associação,1997,503660370
Santa Casa da Misericórdia de Alijó,Alijó,Alijó,Vila Real,Misericórdia,1991,501402713
Associação Cultural e Social de Sanfins do Douro,Sanfins do Douro,Alijó,Vila Real,Associação,1996,502455225
Grupo Social Recreativo Cultural e Desportivo de Favaios,Favaios,Alijó,Vila Real,Associação,2006,501087400
"Centro Social, Recreativo e Cultural de Vila Verde",Freguesia de Vila Verde,Alijó,Vila Real,Associação,2007,501558071
Associação Canto dos Afectos,Lugar da Granja,Alijó,Vila Real,Associação,2008,508120713
Santa Casa da Misericórdia de Boticas,"Rua Dr. Sá Carneiro, n.º 1",Boticas,Vila Real,Misericórdia,2004,506790878
Casa de Santa Marta,Rua Alferes João Baptista,Chaves,Vila Real,"Instituto de
Organização
Religiosa",1983,500875863
Centro de Bem Estar Social de Santo Estevão,Santo Estevão - Chaves,Chaves,Vila Real,Associação,1998,505044390
Centro Social Paroquial de Chaves,Largo da Lapa,Chaves,Vila Real,"Centro Social
Paroquial",1983,501404139
Fundação Abrigo Berta Montalvão,"Bairro do Santo, n.º 173",Chaves,Vila Real,Fundação,1984,500852421
Patronato de São José,Vilar de Nantes,Chaves,Vila Real,Associação,1983,501567615
Santa Casa da Misericórdia de Chaves,Largo Caetano Ferreira Ap-70,Chaves,Vila Real,Misericórdia,1983,501429930
Centro Social de Santa Clara de Sanjurge,"Freguesia de Sanjurge, concelho de
Chaves",Chaves,Vila Real,Associação,2000,504671090
Associação de Solidariedade Social de Santo António de Monforte,"Freguesia de Santo António de
Monforte",Chaves,Vila Real,Associação,2001,504971360
Centro Social e Paroquial do Senhor dos Aflitos da Freguesia de Travancas,Rua Direita S/N - Travancas,Chaves,Vila Real,"Centro Social
Paroquial",2004,506660443
Lar do Bom Caminho de Calvão - Associação,"Calvão, concelho de Chaves",Chaves,Vila Real,Associação,2004,506249735
Centro Social Abobeleira - Valdanta,"Abobeleira, freguesia de Valdanta,",Chaves,Vila Real,Associação,2004,506324079
"União Distrital das Instituições Particulares de Solidariedade Social - Vila
Real","Largo Caetano Ferreira, Apartado 70",Chaves,Vila Real,Associação,2004,506239918
APEADEIRO - Associação de Tratamento de Doenças de Adição,"Bº. Tâmega, Estrada Nacional,103,
Freg. de Curalha",Chaves,Vila Real,Associação,2006,507075382
Associação Flôr do Tâmega para Apoio a Deficientes,"Quinta da Trindade, Lote 58, Lojas 1
e 2",Chaves,Vila Real,Associação,2006,504229265
Centro Social Santa Bárbara de Ervededo,"Lugar do Couto, freguesia de
Ervededo",Chaves,Vila Real,Associação,2007,507713176
Associação Mãos Amigas,"Largo Maria Eugénia Dias Ferreira,
r/c",Chaves,Vila Real,Associação,2007,507669304
Centro Social e Paroquial de S. Tiago - Mairos,Avenida Carminda Ribeiro - Mairos,Chaves,Vila Real,"Centro Social
Paroquial",2007,507693213
"ASSOCIAÇÃO CENTRO SOCIAL SÃO JOÃO BATISTA DE CIMO DE VILA
DA CASTANHEIRA",Cimo de Vila da Castanheira,Chaves,Vila Real,Associação,2008,508067871
Associação Chaves Social,"Rua Drº. Júlio Martins, nº 1",Chaves,Vila Real,Associação,2008,507691350
Centro Social de São Vicente da Raia,"Rua Estrada Nova, s/n",Chaves,Vila Real,Associação,2008,507706447
Centro Social de São Miguel de Nogueira da Montanha,Nogueira da Montanha,Chaves,Vila Real,Associação,2008,508227208
Associação Centro Social de Santa Maria Madalena de Bustelo,Largo do Cruzeiro,Chaves,Vila Real,Associação,2008,508263573
Associação Particular de Solidariedade Social de Tronco,"Avª de S. Martinho, nº 9 - Tronco",Chaves,Vila Real,Associação,2008,507723767
Associação Lar Nossa Senhora da Conceição de Faiões,Lugar de Fonte do Monte,Chaves,Vila Real,Associação,2008,507701755
Associação de Acção Social Santo André de Curalha,Lugar da Estrada nº 18,Chaves,Vila Real,Associação,2009,508371368
Associação Lar Senhor dos Milagres de Vila Verde da Raia,Edifício da Junta de Freguesia - 1º,Chaves,Vila Real,Associação,2009,508914620
A Voz da Juventude - Associação Juvenil de Desenvolvimento Social,"Antiga Estação da CP (actualmente
museu dos",Chaves,Vila Real,Associação,2011,509220304
Associação Lar São Sebastião - Padroeiro da Torre de Ervededo,Lugar de Torre de Ervededo,Chaves,Vila Real,Associação,2012,509750028
Lar Nossa Srª Assunção de Vilela Seca - Associação,"Travessa da Macieira, nº 1",Chaves,Vila Real,Associação,2013,510081460
"Associação Reviver - Pelo Prazer de Viver, Promover a Saúde, a Cultura e a
Vida","Av.ª do Estádio, Edifício Museu
Ferroviário,",Chaves,Vila Real,Associação,2013,503978914
Geração Solidária - Associação Juvenil de Solidariedade Social,Antiga Estação da CP,Chaves,Vila Real,Associação,2014,510853170
Associação de Apoio às Crianças Jovens e Idosos de Barqueiros,Barqueiros,Mesão Frio,Vila Real,Associação,1996,503474851
Santa Casa da Misericórdia de Mesão Frio,Mesao Frio,Mesão Frio,Vila Real,Misericórdia,1986,500832986
"Associação para Animação de Tempos Livres para Crianças Jovens e
Idosos-Os Arautas Bilhoenses",Lugar e Freguesia de Bilhó,"Mondim de
Basto",Vila Real,Associação,1990,502189070
Associação Social e Cultural de Ermelo,"Lugar e freguesia de Ermelo - 4880
ERMELO MDB","Mondim de
Basto",Vila Real,Associação,2004,505713993
Santa Casa da Misericórdia de Mondim de Basto,Mondim de Basto,"Mondim de
Basto",Vila Real,Misericórdia,2004,501887784
"Associação Social, Cultural e Recreativa de S. Vicente da Freguesia de
Ermelo",Lugar de Ermelo - Freg. de Ermelo,"Mondim de
Basto",Vila Real,Associação,2006,507164490
Associação Desenvolvimento Social e Recreativo de Paradança,Lugar de Paradança,"Mondim de
Basto",Vila Real,Associação,2008,506500071
"Associação de Solidariedade Social das Aldeias do Concelho Mondim de
Basto","Bairro dos Moinhos, Vilarinho","Mondim de
Basto",Vila Real,Associação,2008,509636080
ASAD- Associação Social de Apoio à Deficiência,"Largo da Igreja, n.º 31, Paradança","Mondim de
Basto",Vila Real,Associação,2016,513745327
Associação Borda D'Água,Salto - Montalegre,Montalegre,Vila Real,Associação,1997,503455857
Centro Social Paroquial de Vilar de Perdizes,"Rua da Picota, n.º 32",Montalegre,Vila Real,"Centro Social
Paroquial",1990,501333967
Irmandade da Santa Casa da Misericórdia de Montalegre,"Rua General Humberto Delgado, n.º
473",Montalegre,Vila Real,Misericórdia,1996,501745963
Centro Social e Paroquial de Vila da Ponte de Montalegre,Freguesia Vila Ponte - Montalegre,Montalegre,Vila Real,"Centro Social
Paroquial",1999,504775251
Associação do Campo,Freguesia de Cervo,Montalegre,Vila Real,Associação,2000,504190512
Associação Social e Cultural de Paredes do Rio,"Lugar de Paredes do Rio, Covelães -
Montalegre",Montalegre,Vila Real,Associação,2004,506174751
Centro Social e Paroquial de Cabril,"Rua 25 de Abril, nº 7",Montalegre,Vila Real,"Centro Social
Paroquial",2006,506416011
Centro Social e Interparoquial de Viade de Baixo,Lugar e Freguesia de Viade de Baixo,Montalegre,Vila Real,"Centro Social
Paroquial",2006,501434321
Associação Fonte Fria,"Rua Central, nº 29",Montalegre,Vila Real,Associação,2013,509919502
Irmandade da Santa Casa da Misericórdia de Murça,Murça,Murça,Vila Real,Misericórdia,1985,501392327
Associação Cultural e Beneficente de Santa Maria de Sedielos,"Freguesia de Sedielos - Peso da
Régua",Peso da Régua,Vila Real,Associação,1991,501272690
Associação da Região do Douro para Apoio a Deficientes - ARDAD,"Rua das Missões do Espirito Santo -
Quinta Romeira",Peso da Régua,Vila Real,Associação,1993,502509775
Associação Assistência Nossa Senhora das Candeias,Canelas,Peso da Régua,Vila Real,Associação,1987,501406913
Centro Social e Paroquial D. Manuel Vieira de Matos,Poiares - Peso da Régua,Peso da Régua,Vila Real,"Centro Social
Paroquial",1988,501347240
Centro Social Paroquial de São Pedro do Loureiro,Loureiro,Peso da Régua,Vila Real,"Centro Social
Paroquial",1992,502720590
Patronato Padre Alberto Teixeira Carvalho,Godim,Peso da Régua,Vila Real,Associação,1984,500879443
Santa Casa da Misericórdia de Peso da Régua,Rua José Vasques Osório,Peso da Régua,Vila Real,Misericórdia,1988,500792690
Associação o Baguinho,Avª. Antão de Carvalho,Peso da Régua,Vila Real,Associação,2005,501400753
Associação dos Amigos do Hospital D. Luís I - Peso da Régua,Praceta Delfim Ferreira,Peso da Régua,Vila Real,Associação,2010,504441396
Associação Cultural Social Desportiva e Recreativa de Galafura,Junta de Freguesia de Galafuta,Peso da Régua,Vila Real,Associação,2011,502229063
Centro Social Paroquial de Limões,Limões,Ribeira de Pena,Vila Real,"Centro Social
Paroquial",1988,502172649
Santa Casa da Misericórdia de Cerva,Cerva,Ribeira de Pena,Vila Real,Misericórdia,1987,501428470
Santa Casa da Misericórdia de Ribeira da Pena,Ribeira de Pena,Ribeira de Pena,Vila Real,Misericórdia,1990,501404007
Associação Centro Dia de São Pedro de Celeirós,Celeirós,Sabrosa,Vila Real,Associação,1993,502057572
Patronato de Nossa Senhora da Conceição,Vilarinho de S. Romão - Sabrosa,Sabrosa,Vila Real,Fundação,1987,500940282
Fundação do Patronato de Santo Antonio,"Rua de S. Roque, n.º 3",Sabrosa,Vila Real,Fundação,1998,500998965
Santa Casa da Misericórdia de Sabrosa,Sabrosa,Sabrosa,Vila Real,Misericórdia,1990,502241187
"Associação Social, Cultural, Recreativa e Desportiva de Parada do Pinhão",Avenida do Carvalho,Sabrosa,Vila Real,Associação,1995,501631771
Centro de Solidariedade Social de Gouvinhas,Gouvinhas,Sabrosa,Vila Real,Associação,2000,504497960
"Associação para o Desenvolvimento Social e Rural da Freguesia de Covas
do Douro","Centro Rural, freguesia de Covas do
Douro",Sabrosa,Vila Real,Associação,2001,504354434
"Centro Social e Promoção Cultural, Desportiva de São Lourenço -
Associação",S. Lourenço de Ribapinhão,Sabrosa,Vila Real,Associação,2003,502342790
Associação Miguel Torga,Av:º N.ª Sr.ª da Azinheira,Sabrosa,Vila Real,Associação,2007,502448814
"APPACDM de Vila Real - Sabrosa Associação Portuguesa de Pais e Amigos
do Cidadão Deficiente Mental",Bairro Maria de Fátima,Sabrosa,Vila Real,Associação,2007,504646915
Centro Social Paroquial de Santa Eulália da Cumieira,Cumeeira,"Sta Marta
Penaguião",Vila Real,"Centro Social
Paroquial",1988,502876468
Centro Social Paroquial de S. Miguel de Lobrigos,"Rua Bairro Nossa Senhora da Guia,
n.º 20","Sta Marta
Penaguião",Vila Real,"Centro Social
Paroquial",1987,502098295
Fundação Dr. Carneiro de Mesquita,Fontes,"Sta Marta
Penaguião",Vila Real,Fundação,1990,501404643
Associação 2000 de Apoio ao Desenvolvimento - A2000,"Junta de Freguesia de São Miguel de
Lobrigos","Sta Marta
Penaguião",Vila Real,Associação,2001,505045125
Fundação Luís Vicente,"Rua de S. Gonçalo, 124, Lobrigos
(S.Miguel e","Sta Marta
Penaguião",Vila Real,Fundação,2012,501688048
APJ - Associação Padre Joaquim,Rua do Outeiro,"Sta Marta
Penaguião",Vila Real,Associação,2016,503590312
Associação Lar de Santa Luzia,Lugar de Sá - Freguesia de Ervões,Valpaços,Vila Real,Associação,1993,502503726
Centro Social Amor de Deus,Valpaços,Valpaços,Vila Real,"Centro Social
Paroquial",1999,504111728
Centro Social Paroquial de Carrazedo de Montenegro,Carrazedo Montenegro,Valpaços,Vila Real,"Centro Social
Paroquial",1990,502182148
Santa Casa da Misericórdia de Valpaços,Valpaços,Valpaços,Vila Real,Misericórdia,1995,501435425
Associação de Solidariedade Social S. Pedro,"Rua dos Namorados, n.º 12",Valpaços,Vila Real,Associação,1999,504833243
Centro Social e Benfeitoria de Canaveses,Canaveses,Valpaços,Vila Real,Associação,2001,504832964
Centro Social e Paroquial de Vassal,"Vassal, concelho de Valpaços",Valpaços,Vila Real,"Centro Social
Paroquial",2001,505211319
Centro Social e Cultural de Serapicos,Freguesia de Serapicos - Valpaços,Valpaços,Vila Real,Associação,2003,506104940
"Associação de Solidariedade Social Coração Imaculado de Maria da
Freguesia de Rio Torto","Rua do Eirol, n.º 1",Valpaços,Vila Real,Associação,2003,505939754
"Associação de Solidariedade Social e Melhoramentos de Santa Maria de
Émeres",Santa Maria de Émeres,Valpaços,Vila Real,Associação,2005,506824276
Associação de Solidariedade Social S. Bartolomeu,"Largo Terreiro - Água Revés e
Castro",Valpaços,Vila Real,Associação,2007,507613988
"Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de
Valpaços","Largo da Misericórdia, Antiga Escola
Primária",Valpaços,Vila Real,Associação,2008,508283868
"Associação Cultural Recreativa e Social do Sr. do Bom Caminho da
Freguesia de Bouçoães",Bouçoães,Valpaços,Vila Real,Associação,2009,508636698
Centro Social Comunitário do Planalto de Jales,Alfarela de Jales,"Vila Pouca de
Aguiar",Vila Real,Associação,1995,503365688
Centro Social Nossa Senhora de Lurdes,"Pedras Salgadas-S. Martinho de
Bornes","Vila Pouca de
Aguiar",Vila Real,"Centro Social
Paroquial",1988,501770089
Centro Social Paroquial Padre Sebastião Esteves de Vila Pouca de Aguiar,Vila Pouca de Aguiar,"Vila Pouca de
Aguiar",Vila Real,"Centro Social
Paroquial",1983,501616659
Santa Casa da Misericórdia de Vila Pouca de Aguiar,Vila Pouca Aguiar,"Vila Pouca de
Aguiar",Vila Real,Misericórdia,1991,500792704
Centro Social Santa Senhorinha de Vilarelho,"Largo da Eirinha, n.º 5 - Tresminas","Vila Pouca de
Aguiar",Vila Real,Associação,2004,506070573
Centro Social Nossa Senhora do Extremo,"Lugar de Tourencinho, freguesia de
Telões","Vila Pouca de
Aguiar",Vila Real,Associação,2004,506797228
ASSOCIAÇÃO SOCIAL DE SANTO AMARO,Sabroso de Aguiar,"Vila Pouca de
Aguiar",Vila Real,Associação,2008,508222095
Centro Social da Freguesia de Vreia de Jales,Lugar e freguesia de Jales,"Vila Pouca de
Aguiar",Vila Real,Associação,2008,508458404
Instituição Particular de Solidariedade Social de Terras de Cabugueira,Vilela da Cabugueira,"Vila Pouca de
Aguiar",Vila Real,Associação,2009,508457610
Associação Social Recreativa Nossa Senhora da Natividade,"R.da Pala Eiriz, Vreia Nornes - V.
Pouca de Aguiar","Vila Pouca de
Aguiar",Vila Real,Associação,2010,503323292
"Associação Cultural, Recreativa e Social do Alvão",Escola do 1º Ciclo do Ensino Básico,"Vila Pouca de
Aguiar",Vila Real,Associação,2010,504419102
